,id,name,parent_id,path,rank,deleted,is_active,creator,create_time,update_time,name_y
131,1404751964680609794,细节理解,1404751964600918016,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964680609794/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
132,1404751964705775618,态度理解,1404751964600918016,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964705775618/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
133,1404751964735135745,细节查找,1404751964600918016,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964735135745/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
134,1404751964760301569,词句理解,1404751964600918016,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964760301569/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
135,1404751964789661698,推断下文,1404751964600918016,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964789661698/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
136,1404751964814827521,推断上文,1404751964600918016,/1404740261700034562/1404751964307316737/1404751964600918017/1404751964814827521/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
137,1404751964839993346,文章阅读,1404751964307316736,/1404740261700034562/1404751964307316737/1404751964839993346/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
138,1404751964869353473,语句衔接,1404751964839993344,/1404740261700034562/1404751964307316737/1404751964839993346/1404751964869353473/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
139,1404751964894519298,语段衔接,1404751964839993344,/1404740261700034562/1404751964307316737/1404751964839993346/1404751964894519298/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
140,1404751964923879426,公文常识,1404751964839993344,/1404740261700034562/1404751964307316737/1404751964839993346/1404751964923879426/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
141,1404751964949045249,数量关系,1404740261700034304,/1404740261700034562/1404751964949045249/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
142,1404751964978405377,数字推理,1404751964949045248,/1404740261700034562/1404751964949045249/1404751964978405377/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
143,1404751965003571202,基本数列,1404751964978405120,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965003571202/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
144,1404751965028737026,多级数列,1404751964978405120,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965028737026/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
145,1404751965058097153,幂次数列,1404751964978405120,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965058097153/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
146,1404751965083262977,多重数列,1404751964978405120,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965083262977/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
147,1404751965108428801,分数数列,1404751964978405120,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965108428801/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
148,1404751965133594626,机械划分数列,1404751964978405120,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965133594626/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 19:29:09,
149,1404751965162954754,递推数列,1404751964978405120,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965162954754/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
150,1404751965188120578,非整数数列,1404751964978405120,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965188120578/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
151,1404751965217480705,数图推理,1404751964978405120,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965217480705/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
152,1404751965242646529,特殊数列,1404751964978405120,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965242646529/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
